name,workday,NAME_1,Degree Centrality,Betweenness Centrality,Closeness Centrality,Eigenvector Centrality,PageRank,Labour Day,Have to work,weekend,Transfer Lines,FDof Study Area,FM of Study Area,FAR of Study Area,BD of Study Area,Distance to city center,FD of Regulated Area,FM of Regulated Area,FAR of Regulated Area,BD of Regulated Area,Road Density,Balance Coefficient,Peak Hour Coefficient,Subway Inflow/Outflow,Bus Inflow/Outflow
亦庄火车站,27.21296296296296,D1,0.0022675736961451,0.0,0.0544592398802285,1.7547285305344114e-14,0.0010111433737813,17.805555555555557,24.0,15.72222222222222,1,68,1.9874337619010043,0.2267630960336508,0.0697635186981256,19.888757280575067,15,1.7075391741350712,0.083826059563303,0.0285357025900826,11.543176549307615,1.766460425256675,3.22810895021072,1.0870815362497432,0.0
什刹海,175.8859649122807,D0,0.0045351473922902,0.0219645433931148,0.0889248585779364,8.067096905008789e-12,0.0014273627938059,424.0394736842105,162.68421052631578,187.73684210526315,1,1600,3.955189348433075,1.4862371433050463,0.3374818178486711,3.604097857969408,320,3.4216889671476984,0.2219513174526022,0.0474578134281238,20.69121704853397,1.675793625232167,2.41956108723042,1.636073657712335,0.9409363328411361
俸伯,562.2105263157895,D1,0.0022675736961451,0.0,0.041462105238588,2.14338693875832e-27,0.0015369849706297,444.5466666666667,569.5263157894736,386.35,1,148,3.2404643593558524,0.306845090539761,0.085480022993432,34.84453118756689,101,3.35066591250624,0.1453748605381622,0.0387765680899038,8.958215973979636,1.8459316330212625,3.4685497855101555,1.208672495672629,0.9155351319300326
前门,546.0,D0,0.0090702947845804,0.1397443826015254,0.0875292571757073,2.101451367812757e-11,0.0035927205667153,,506.10526315789474,523.1052631578947,1,1134,3.897082857174329,1.677309558021469,0.2904482335457535,0.7633226304053483,107,3.60754925264377,0.1396825935408899,0.0245449296087453,32.35888077715681,2.0128066607556896,2.556446124297893,0.6336994033017582,1.0640657777349118
北京站,1607.1842105263158,D0,0.0045351473922902,0.0906411049268192,0.0861597164118172,4.157375791328222e-14,0.0013963238767762,2187.4210526315787,1732.7368421052631,1353.4736842105262,1,1987,4.043754808506806,1.9792207567217708,0.2649193647527814,2.0417201259499587,456,3.707090746349942,0.2538917936509778,0.0392306264754028,21.696956898396976,1.367963488865243,2.0879524426388767,1.0994423462016172,0.0
北新桥,503.359649122807,D0,0.0068027210884353,0.0239435168006596,0.0858875435662912,6.623650092161418e-09,0.0016763642223375,349.85526315789474,448.1578947368421,346.63157894736844,1,2174,4.005882080633934,1.54423933969358,0.3316728937102298,4.071809732458398,525,3.702211951039694,0.2322997575124565,0.0445000776741886,17.582618980775106,2.3003642683760366,2.8412468940127464,1.0265918566942915,0.9216296017087573
北海北,443.9824561403509,D0,0.0045351473922902,0.0741084312512884,0.0944669724567351,6.970362675129905e-09,0.0016311800786377,837.2631578947369,371.7894736842105,304.2631578947368,1,832,4.159667515361621,1.0974424472886808,0.230659517133405,3.3823989366161853,155,3.684347197872921,0.1524236359332369,0.035428227320097,17.997012522902793,1.8060155594996403,3.898840218912108,0.9757979628501106,0.7996311324234601
北运河东,23.03669724770642,D1,0.0045351473922902,0.0178932178932178,0.0459075990041436,7.709793963193926e-26,0.0017718433282101,14.472972972972974,20.63157894736842,13.894736842105264,1,111,3.443954037805532,0.2124498366928275,0.0366940674807287,25.98332439144494,14,2.3419942522324244,0.0868095497198845,0.0081847158076561,29.06363856083276,1.8632715206983184,3.137565884877203,1.1057067180351554,0.0
北运河西,709.3070175438596,D1,0.0045351473922902,0.0223149866007008,0.048084492999145,2.7248252150994515e-24,0.0026898923102896,355.19736842105266,656.6842105263158,419.1578947368421,1,624,4.03004065984069,0.9030386096584292,0.1398182763394315,24.388831201300537,162,3.425708855888052,0.195288997877762,0.0264579939773012,18.770267690702912,1.6022873240319122,3.6143864038849145,1.0520075839393286,0.0
北邵洼,93.52173913043478,D1,0.0045351473922902,0.0178932178932178,0.0483248620487964,1.1399896281138191e-26,0.0017309101940617,69.49333333333334,87.94736842105263,68.44444444444444,1,75,3.2092529508753094,0.1988251500344481,0.0667549466914166,36.64105594110324,38,2.779915935523865,0.0772300704570163,0.0258966110799026,13.948311041926765,1.443060089419687,3.0297256635053955,1.1082162162162161,1.1054735013032146
十三陵景区,55.90825688073394,D1,0.0045351473922902,0.0045042259327973,0.0422308909973075,8.404879158491387e-31,0.0026463316624643,67.9041095890411,59.0,42.333333333333336,1,200,2.867440929773845,0.3166604970578748,0.115635013680107,40.744846373821375,51,2.1644484652821765,0.1181023705689119,0.044349555808035,17.556161206645125,1.1065329555956938,2.682868983085855,0.9116517285531371,0.0
南法信,319.5438596491228,D1,0.0045351473922902,0.0134508348794063,0.047351737037473,4.716931513494418e-23,0.0029398690790179,184.25333333333333,307.6842105263158,173.05263157894737,0,321,3.3300656436069325,0.7757549220144305,0.1557075743680791,30.416844606208706,74,2.7972906700641142,0.168394503164426,0.0300647720025094,15.44136684205338,1.697556048257682,2.9106902382181072,1.0086359073759994,0.0
南礼士路,806.6842105263158,D0,0.0045351473922902,0.0780560709132137,0.0847332310407606,7.34724718388093e-13,0.0012461096214715,275.10526315789474,714.421052631579,313.7368421052632,1,1927,4.199450968558725,1.927166856514665,0.2415801120710441,4.348427084587256,284,3.628970336349148,0.2664161595573488,0.0349044898072045,19.00664739320288,3.143293718896262,5.5458464111025165,0.9093417817141888,0.0
南邵,367.3303571428572,D1,0.0045351473922902,0.0223149866007008,0.0507430780547375,3.238974180898777e-25,0.0029091806235927,171.97333333333333,372.72222222222223,163.26315789473685,1,183,3.41042457495908,0.5121806493657615,0.0797635504882667,34.96214443604836,87,3.208168786468754,0.1350356303165392,0.0224432136876861,13.332255188175274,1.9259225993836164,3.373719447283771,1.0328729504886518,0.9887317719840919
